aircraft,system,cycle,value,source
DEMO-008,hydraulic,17,1.546,synthetic-v1
DEMO-008,hydraulic,18,1.609,synthetic-v1
DEMO-008,hydraulic,19,1.654,synthetic-v1
DEMO-008,hydraulic,20,1.685,synthetic-v1
DEMO-008,hydraulic,21,1.709,synthetic-v1
DEMO-008,hydraulic,22,1.739,synthetic-v1
DEMO-008,hydraulic,23,1.784,synthetic-v1
DEMO-008,hydraulic,24,1.847,synthetic-v1
DEMO-008,hydraulic,25,1.92,synthetic-v1
DEMO-008,hydraulic,26,1.992,synthetic-v1
DEMO-008,hydraulic,27,2.052,synthetic-v1
DEMO-008,hydraulic,28,2.095,synthetic-v1
DEMO-008,hydraulic,29,2.124,synthetic-v1
DEMO-008,hydraulic,30,2.148,synthetic-v1
DEMO-008,hydraulic,31,2.18,synthetic-v1
DEMO-008,hydraulic,32,2.228,synthetic-v1
DEMO-008,hydraulic,33,2.293,synthetic-v1
DEMO-008,hydraulic,34,2.366,synthetic-v1
DEMO-008,hydraulic,35,2.437,synthetic-v1
DEMO-008,hydraulic,36,2.495,synthetic-v1
DEMO-008,hydraulic,37,2.536,synthetic-v1
DEMO-008,hydraulic,38,2.563,synthetic-v1
DEMO-008,hydraulic,39,2.587,synthetic-v1
DEMO-008,hydraulic,40,2.622,synthetic-v1
DEMO-008,hydraulic,41,2.672,synthetic-v1
DEMO-008,hydraulic,42,2.739,synthetic-v1
DEMO-008,hydraulic,43,2.813,synthetic-v1
DEMO-008,hydraulic,44,2.883,synthetic-v1
DEMO-008,hydraulic,45,2.938,synthetic-v1
DEMO-008,hydraulic,46,2.976,synthetic-v1
DEMO-008,hydraulic,47,3.002,synthetic-v1
DEMO-008,hydraulic,48,3.027,synthetic-v1
DEMO-008,hydraulic,49,3.063,synthetic-v1
DEMO-008,hydraulic,50,3.117,synthetic-v1
DEMO-008,hydraulic,51,3.185,synthetic-v1
DEMO-008,hydraulic,52,3.259,synthetic-v1
DEMO-008,hydraulic,53,3.327,synthetic-v1
DEMO-008,hydraulic,54,3.38,synthetic-v1
DEMO-008,hydraulic,55,3.416,synthetic-v1
DEMO-008,hydraulic,56,3.441,synthetic-v1
DEMO-008,hydraulic,57,3.467,synthetic-v1
DEMO-008,hydraulic,58,3.506,synthetic-v1
DEMO-008,hydraulic,59,3.562,synthetic-v1
DEMO-008,hydraulic,60,3.632,synthetic-v1
DEMO-008,pack,1,3.982,synthetic-v1
DEMO-008,pack,2,4.003,synthetic-v1
DEMO-008,pack,3,4.037,synthetic-v1
DEMO-008,pack,4,4.107,synthetic-v1
DEMO-008,pack,5,4.22,synthetic-v1
DEMO-008,pack,6,4.362,synthetic-v1
DEMO-008,pack,7,4.505,synthetic-v1
DEMO-008,pack,8,4.621,synthetic-v1
DEMO-008,pack,9,4.693,synthetic-v1
DEMO-008,pack,10,4.729,synthetic-v1
DEMO-008,pack,11,4.75,synthetic-v1
DEMO-008,pack,12,4.788,synthetic-v1
DEMO-008,pack,13,4.864,synthetic-v1
DEMO-008,pack,14,4.983,synthetic-v1
DEMO-008,pack,15,5.128,synthetic-v1
DEMO-008,pack,16,5.268,synthetic-v1
DEMO-008,pack,17,5.378,synthetic-v1
DEMO-008,pack,18,5.444,synthetic-v1
DEMO-008,pack,19,5.475,synthetic-v1
DEMO-008,pack,20,5.497,synthetic-v1
DEMO-008,pack,21,5.54,synthetic-v1
DEMO-008,pack,22,5.623,synthetic-v1
DEMO-008,pack,23,5.747,synthetic-v1
DEMO-008,pack,24,5.893,synthetic-v1
DEMO-008,pack,25,6.031,synthetic-v1
DEMO-008,pack,26,6.134,synthetic-v1
DEMO-008,pack,27,6.194,synthetic-v1
DEMO-008,pack,28,6.222,synthetic-v1
DEMO-008,pack,29,6.245,synthetic-v1
DEMO-008,pack,30,6.293,synthetic-v1
DEMO-008,pack,31,6.383,synthetic-v1
DEMO-008,pack,32,6.512,synthetic-v1
DEMO-008,pack,33,6.658,synthetic-v1
DEMO-008,pack,34,6.792,synthetic-v1
DEMO-008,pack,35,6.889,synthetic-v1
DEMO-008,pack,36,6.943,synthetic-v1
DEMO-008,pack,37,6.968,synthetic-v1
DEMO-008,pack,38,6.994,synthetic-v1
DEMO-008,pack,39,7.047,synthetic-v1
DEMO-008,pack,40,7.144,synthetic-v1
DEMO-008,pack,41,7.277,synthetic-v1
DEMO-008,pack,42,7.423,synthetic-v1
DEMO-008,pack,43,7.553,synthetic-v1
DEMO-008,pack,44,7.643,synthetic-v1
DEMO-008,pack,45,7.691,synthetic-v1
DEMO-008,pack,46,7.715,synthetic-v1
DEMO-008,pack,47,7.743,synthetic-v1
DEMO-008,pack,48,7.802,synthetic-v1
DEMO-008,pack,49,7.905,synthetic-v1
DEMO-008,pack,50,8.042,synthetic-v1
DEMO-008,pack,51,8.188,synthetic-v1
DEMO-008,pack,52,8.313,synthetic-v1
DEMO-008,pack,53,8.396,synthetic-v1
DEMO-008,pack,54,8.439,synthetic-v1
DEMO-008,pack,55,8.461,synthetic-v1
DEMO-008,pack,56,8.492,synthetic-v1
DEMO-008,pack,57,8.558,synthetic-v1
DEMO-008,pack,58,8.667,synthetic-v1
DEMO-008,pack,59,8.808,synthetic-v1
DEMO-008,pack,60,8.952,synthetic-v1
DEMO-008,actuator,1,216.31,synthetic-v1
DEMO-008,actuator,2,215.942,synthetic-v1
DEMO-008,actuator,3,216.342,synthetic-v1
DEMO-008,actuator,4,217.903,synthetic-v1
DEMO-008,actuator,5,220.458,synthetic-v1
DEMO-008,actuator,6,223.36,synthetic-v1
DEMO-008,actuator,7,225.793,synthetic-v1
DEMO-008,actuator,8,227.169,synthetic-v1
DEMO-008,actuator,9,227.409,synthetic-v1
DEMO-008,actuator,10,226.986,synthetic-v1
DEMO-008,actuator,11,226.69,synthetic-v1
DEMO-008,actuator,12,227.252,synthetic-v1
DEMO-008,actuator,13,228.987,synthetic-v1
DEMO-008,actuator,14,231.645,synthetic-v1
DEMO-008,actuator,15,234.527,synthetic-v1
DEMO-008,actuator,16,236.828,synthetic-v1
DEMO-008,actuator,17,238.024,synthetic-v1
DEMO-008,actuator,18,238.123,synthetic-v1
DEMO-008,actuator,19,237.665,synthetic-v1
DEMO-008,actuator,20,237.458,synthetic-v1
DEMO-008,actuator,21,238.19,synthetic-v1
DEMO-008,actuator,22,240.094,synthetic-v1
DEMO-008,actuator,23,242.836,synthetic-v1
DEMO-008,actuator,24,245.68,synthetic-v1
DEMO-008,actuator,25,247.837,synthetic-v1
DEMO-008,actuator,26,248.853,synthetic-v1
DEMO-008,actuator,27,248.823,synthetic-v1
DEMO-008,actuator,28,248.35,synthetic-v1
DEMO-008,actuator,29,248.249,synthetic-v1
DEMO-008,actuator,30,249.156,synthetic-v1
DEMO-008,actuator,31,251.22,synthetic-v1
DEMO-008,actuator,32,254.031,synthetic-v1
DEMO-008,actuator,33,256.817,synthetic-v1
DEMO-008,actuator,34,258.82,synthetic-v1
DEMO-008,actuator,35,259.657,synthetic-v1
DEMO-008,actuator,36,259.513,synthetic-v1
DEMO-008,actuator,37,259.044,synthetic-v1
DEMO-008,actuator,38,259.063,synthetic-v1
DEMO-008,actuator,39,260.149,synthetic-v1
DEMO-008,actuator,40,262.364,synthetic-v1
DEMO-008,actuator,41,265.224,synthetic-v1
DEMO-008,actuator,42,267.936,synthetic-v1
DEMO-008,actuator,43,269.774,synthetic-v1
DEMO-008,actuator,44,270.439,synthetic-v1
DEMO-008,actuator,45,270.195,synthetic-v1
DEMO-008,actuator,46,269.749,synthetic-v1
DEMO-008,actuator,47,269.902,synthetic-v1
DEMO-008,actuator,48,271.168,synthetic-v1
DEMO-008,actuator,49,273.523,synthetic-v1
DEMO-008,actuator,50,276.415,synthetic-v1
DEMO-008,actuator,51,279.034,synthetic-v1
DEMO-008,actuator,52,280.701,synthetic-v1
DEMO-008,actuator,53,281.199,synthetic-v1
DEMO-008,actuator,54,280.873,synthetic-v1
DEMO-008,actuator,55,280.468,synthetic-v1
DEMO-008,actuator,56,280.767,synthetic-v1
DEMO-008,actuator,57,282.213,synthetic-v1
DEMO-008,actuator,58,284.694,synthetic-v1
DEMO-008,actuator,59,287.598,synthetic-v1
DEMO-008,actuator,60,290.109,synthetic-v1
DEMO-009,apu,1,27.252,synthetic-v1
DEMO-009,apu,2,27.317,synthetic-v1
DEMO-009,apu,3,27.297,synthetic-v1
DEMO-009,apu,4,27.274,synthetic-v1
DEMO-009,apu,5,27.336,synthetic-v1
DEMO-009,apu,6,27.526,synthetic-v1
DEMO-009,apu,7,27.828,synthetic-v1
DEMO-009,apu,8,28.17,synthetic-v1
DEMO-009,apu,9,28.462,synthetic-v1
DEMO-009,apu,10,28.637,synthetic-v1
DEMO-009,apu,11,28.685,synthetic-v1
DEMO-009,apu,12,28.658,synthetic-v1
DEMO-009,apu,13,28.644,synthetic-v1
DEMO-009,apu,14,28.723,synthetic-v1
DEMO-009,apu,15,28.933,synthetic-v1
DEMO-009,apu,16,29.247,synthetic-v1
DEMO-009,apu,17,29.587,synthetic-v1
DEMO-009,apu,18,29.864,synthetic-v1
DEMO-009,apu,19,30.019,synthetic-v1
DEMO-009,apu,20,30.051,synthetic-v1
DEMO-009,apu,21,30.02,synthetic-v1
DEMO-009,apu,22,30.015,synthetic-v1
DEMO-009,apu,23,30.114,synthetic-v1
DEMO-009,apu,24,30.343,synthetic-v1
DEMO-009,apu,25,30.666,synthetic-v1
DEMO-009,apu,26,31.002,synthetic-v1
DEMO-009,apu,27,31.263,synthetic-v1
DEMO-009,apu,28,31.398,synthetic-v1
DEMO-009,apu,29,31.416,synthetic-v1
DEMO-009,apu,30,31.383,synthetic-v1
DEMO-009,apu,31,31.39,synthetic-v1
DEMO-009,apu,32,31.507,synthetic-v1
DEMO-009,apu,33,31.754,synthetic-v1
DEMO-009,apu,34,32.085,synthetic-v1
DEMO-009,apu,35,32.415,synthetic-v1
DEMO-009,apu,36,32.659,synthetic-v1
DEMO-009,apu,37,32.774,synthetic-v1
DEMO-009,apu,38,32.779,synthetic-v1
DEMO-009,apu,39,32.746,synthetic-v1
DEMO-009,apu,40,32.766,synthetic-v1
DEMO-009,apu,41,32.904,synthetic-v1
DEMO-009,apu,42,33.167,synthetic-v1
DEMO-009,apu,43,33.504,synthetic-v1
DEMO-009,apu,44,33.826,synthetic-v1
DEMO-009,apu,45,34.052,synthetic-v1
DEMO-009,apu,46,34.148,synthetic-v1
DEMO-009,apu,47,34.142,synthetic-v1
DEMO-009,apu,48,34.111,synthetic-v1
DEMO-009,apu,49,34.146,synthetic-v1
DEMO-009,apu,50,34.303,synthetic-v1
DEMO-009,apu,51,34.583,synthetic-v1
DEMO-009,apu,52,34.923,synthetic-v1
DEMO-009,apu,53,35.235,synthetic-v1
DEMO-009,apu,54,35.442,synthetic-v1
DEMO-009,apu,55,35.519,synthetic-v1
DEMO-009,apu,56,35.504,synthetic-v1
DEMO-009,apu,57,35.478,synthetic-v1
DEMO-009,apu,58,35.528,synthetic-v1
DEMO-009,apu,59,35.706,synthetic-v1
DEMO-009,apu,60,35.999,synthetic-v1
DEMO-009,brakes,1,0.423,synthetic-v1
DEMO-009,brakes,2,0.479,synthetic-v1
DEMO-009,brakes,3,0.521,synthetic-v1
DEMO-009,brakes,4,0.584,synthetic-v1
DEMO-009,brakes,5,0.694,synthetic-v1
DEMO-009,brakes,6,0.854,synthetic-v1
DEMO-009,brakes,7,1.044,synthetic-v1
DEMO-009,brakes,8,1.227,synthetic-v1
DEMO-009,brakes,9,1.372,synthetic-v1
DEMO-009,brakes,10,1.464,synthetic-v1
DEMO-009,brakes,11,1.516,synthetic-v1
DEMO-009,brakes,12,1.558,synthetic-v1
DEMO-009,brakes,13,1.627,synthetic-v1
DEMO-009,brakes,14,1.745,synthetic-v1
DEMO-009,brakes,15,1.912,synthetic-v1
DEMO-009,brakes,16,2.103,synthetic-v1
DEMO-009,brakes,17,2.282,synthetic-v1
DEMO-009,brakes,18,2.419,synthetic-v1
DEMO-009,brakes,19,2.504,synthetic-v1
DEMO-009,brakes,20,2.552,synthetic-v1
DEMO-009,brakes,21,2.596,synthetic-v1
DEMO-009,brakes,22,2.672,synthetic-v1
DEMO-009,brakes,23,2.798,synthetic-v1
DEMO-009,brakes,24,2.97,synthetic-v1
DEMO-009,brakes,25,3.161,synthetic-v1
DEMO-009,brakes,26,3.336,synthetic-v1
DEMO-009,brakes,27,3.465,synthetic-v1
DEMO-009,brakes,28,3.543,synthetic-v1
DEMO-009,brakes,29,3.588,synthetic-v1
DEMO-009,brakes,30,3.635,synthetic-v1
DEMO-009,brakes,31,3.717,synthetic-v1
DEMO-009,brakes,32,3.851,synthetic-v1
DEMO-009,brakes,33,4.028,synthetic-v1
DEMO-009,brakes,34,4.22,synthetic-v1
DEMO-009,brakes,35,4.389,synthetic-v1
DEMO-009,brakes,36,4.51,synthetic-v1
DEMO-009,brakes,37,4.581,synthetic-v1
DEMO-009,brakes,38,4.624,synthetic-v1
DEMO-009,brakes,39,4.675,synthetic-v1
DEMO-009,brakes,40,4.764,synthetic-v1
DEMO-009,brakes,41,4.906,synthetic-v1
DEMO-009,brakes,42,5.087,synthetic-v1
DEMO-009,brakes,43,5.277,synthetic-v1
DEMO-009,brakes,44,5.44,synthetic-v1
DEMO-009,brakes,45,5.554,synthetic-v1
DEMO-009,brakes,46,5.619,synthetic-v1
DEMO-009,brakes,47,5.66,synthetic-v1
DEMO-009,brakes,48,5.715,synthetic-v1
DEMO-009,brakes,49,5.812,synthetic-v1
DEMO-009,brakes,50,5.961,synthetic-v1
DEMO-009,brakes,51,6.146,synthetic-v1
DEMO-009,brakes,52,6.335,synthetic-v1
DEMO-009,brakes,53,6.491,synthetic-v1
DEMO-009,brakes,54,6.596,synthetic-v1
DEMO-009,brakes,55,6.656,synthetic-v1
DEMO-009,brakes,56,6.697,synthetic-v1
DEMO-009,brakes,57,6.756,synthetic-v1
DEMO-009,brakes,58,6.861,synthetic-v1
DEMO-009,brakes,59,7.017,synthetic-v1
DEMO-009,brakes,60,7.206,synthetic-v1
DEMO-009,hydraulic,1,2.97,synthetic-v1
DEMO-009,hydraulic,2,2.969,synthetic-v1
DEMO-009,hydraulic,3,2.97,synthetic-v1
DEMO-009,hydraulic,4,2.985,synthetic-v1
DEMO-009,hydraulic,5,3.017,synthetic-v1
DEMO-009,hydraulic,6,3.062,synthetic-v1
DEMO-009,hydraulic,7,3.109,synthetic-v1
DEMO-009,hydraulic,8,3.148,synthetic-v1
DEMO-009,hydraulic,9,3.17,synthetic-v1
DEMO-009,hydraulic,10,3.176,synthetic-v1
DEMO-009,hydraulic,11,3.174,synthetic-v1
DEMO-009,hydraulic,12,3.177,synthetic-v1
DEMO-009,hydraulic,13,3.194,synthetic-v1
DEMO-009,hydraulic,14,3.228,synthetic-v1
DEMO-009,hydraulic,15,3.274,synthetic-v1
DEMO-009,hydraulic,16,3.321,synthetic-v1
DEMO-009,hydraulic,17,3.358,synthetic-v1
DEMO-009,hydraulic,18,3.377,synthetic-v1
DEMO-009,hydraulic,19,3.381,synthetic-v1
DEMO-009,hydraulic,20,3.379,synthetic-v1
DEMO-009,hydraulic,21,3.384,synthetic-v1
DEMO-009,hydraulic,22,3.403,synthetic-v1
DEMO-009,hydraulic,23,3.44,synthetic-v1
DEMO-009,hydraulic,24,3.487,synthetic-v1
DEMO-009,hydraulic,25,3.533,synthetic-v1
DEMO-009,hydraulic,26,3.567,synthetic-v1
DEMO-009,hydraulic,27,3.584,synthetic-v1
DEMO-009,hydraulic,28,3.586,synthetic-v1
DEMO-009,hydraulic,29,3.585,synthetic-v1
DEMO-009,hydraulic,30,3.591,synthetic-v1
DEMO-009,hydraulic,31,3.613,synthetic-v1
DEMO-009,hydraulic,32,3.652,synthetic-v1
DEMO-009,hydraulic,33,3.699,synthetic-v1
DEMO-009,hydraulic,34,3.744,synthetic-v1
DEMO-009,hydraulic,35,3.776,synthetic-v1
DEMO-009,hydraulic,36,3.79,synthetic-v1
DEMO-009,hydraulic,37,3.791,synthetic-v1
DEMO-009,hydraulic,38,3.79,synthetic-v1
DEMO-009,hydraulic,39,3.798,synthetic-v1
DEMO-009,hydraulic,40,3.823,synthetic-v1
DEMO-009,hydraulic,41,3.864,synthetic-v1
DEMO-009,hydraulic,42,3.912,synthetic-v1
DEMO-009,hydraulic,43,3.956,synthetic-v1
DEMO-009,hydraulic,44,3.985,synthetic-v1
DEMO-009,hydraulic,45,3.996,synthetic-v1
DEMO-009,hydraulic,46,3.996,synthetic-v1
DEMO-009,hydraulic,47,3.996,synthetic-v1
DEMO-009,hydraulic,48,4.006,synthetic-v1
DEMO-009,hydraulic,49,4.034,synthetic-v1
DEMO-009,hydraulic,50,4.076,synthetic-v1
DEMO-009,hydraulic,51,4.124,synthetic-v1
DEMO-009,hydraulic,52,4.166,synthetic-v1
DEMO-009,hydraulic,53,4.193,synthetic-v1
DEMO-009,hydraulic,54,4.202,synthetic-v1
DEMO-009,hydraulic,55,4.201,synthetic-v1
DEMO-009,hydraulic,56,4.202,synthetic-v1
DEMO-009,hydraulic,57,4.214,synthetic-v1
DEMO-009,hydraulic,58,4.245,synthetic-v1
DEMO-009,hydraulic,59,4.289,synthetic-v1
DEMO-009,hydraulic,60,4.337,synthetic-v1
DEMO-009,pack,1,0.0,synthetic-v1
DEMO-009,pack,2,0.0,synthetic-v1
DEMO-009,pack,3,0.0,synthetic-v1
DEMO-009,pack,4,0.0,synthetic-v1
DEMO-009,pack,5,0.0,synthetic-v1
DEMO-009,pack,6,0.0,synthetic-v1
DEMO-009,pack,7,0.0,synthetic-v1
DEMO-009,pack,8,0.0,synthetic-v1
DEMO-009,pack,9,0.0,synthetic-v1
DEMO-009,pack,10,0.0,synthetic-v1
DEMO-009,pack,11,0.0,synthetic-v1
DEMO-009,pack,12,0.0,synthetic-v1
DEMO-009,pack,13,0.0,synthetic-v1
DEMO-009,pack,14,0.0,synthetic-v1
DEMO-009,pack,15,0.0,synthetic-v1
DEMO-009,pack,16,0.0,synthetic-v1
DEMO-009,pack,17,0.0,synthetic-v1
DEMO-009,pack,18,0.0,synthetic-v1
DEMO-009,pack,19,0.0,synthetic-v1
DEMO-009,pack,20,0.0,synthetic-v1
DEMO-009,pack,21,0.0,synthetic-v1
DEMO-009,pack,22,0.0,synthetic-v1
DEMO-009,pack,23,0.0,synthetic-v1
DEMO-009,pack,24,0.0,synthetic-v1
DEMO-009,pack,25,0.0,synthetic-v1
DEMO-009,pack,26,0.0,synthetic-v1
DEMO-009,pack,27,0.0,synthetic-v1
DEMO-009,pack,28,0.037,synthetic-v1
DEMO-009,pack,29,0.104,synthetic-v1
DEMO-009,pack,30,0.214,synthetic-v1
DEMO-009,pack,31,0.363,synthetic-v1
DEMO-009,pack,32,0.529,synthetic-v1
DEMO-009,pack,33,0.682,synthetic-v1
DEMO-009,pack,34,0.798,synthetic-v1
DEMO-009,pack,35,0.871,synthetic-v1
DEMO-009,pack,36,0.916,synthetic-v1
DEMO-009,pack,37,0.961,synthetic-v1
DEMO-009,pack,38,1.034,synthetic-v1
DEMO-009,pack,39,1.15,synthetic-v1
DEMO-009,pack,40,1.303,synthetic-v1
DEMO-009,pack,41,1.469,synthetic-v1
DEMO-009,pack,42,1.618,synthetic-v1
DEMO-009,pack,43,1.727,synthetic-v1
DEMO-009,pack,44,1.795,synthetic-v1
DEMO-009,pack,45,1.838,synthetic-v1
DEMO-009,pack,46,1.885,synthetic-v1
DEMO-009,pack,47,1.965,synthetic-v1
DEMO-009,pack,48,2.087,synthetic-v1
DEMO-009,pack,49,2.244,synthetic-v1
DEMO-009,pack,50,2.41,synthetic-v1
DEMO-009,pack,51,2.553,synthetic-v1
DEMO-009,pack,52,2.656,synthetic-v1
DEMO-009,pack,53,2.718,synthetic-v1
DEMO-009,pack,54,2.76,synthetic-v1
DEMO-009,pack,55,2.811,synthetic-v1
DEMO-009,pack,56,2.896,synthetic-v1
DEMO-009,pack,57,3.025,synthetic-v1
DEMO-009,pack,58,3.185,synthetic-v1
DEMO-009,pack,59,3.349,synthetic-v1
DEMO-009,pack,60,3.487,synthetic-v1
DEMO-009,actuator,1,229.551,synthetic-v1
DEMO-009,actuator,2,230.487,synthetic-v1
DEMO-009,actuator,3,232.586,synthetic-v1
DEMO-009,actuator,4,235.675,synthetic-v1
DEMO-009,actuator,5,239.102,synthetic-v1
DEMO-009,actuator,6,242.054,synthetic-v1
DEMO-009,actuator,7,243.945,synthetic-v1
DEMO-009,actuator,8,244.703,synthetic-v1
DEMO-009,actuator,9,244.803,synthetic-v1
DEMO-009,actuator,10,245.039,synthetic-v1
DEMO-009,actuator,11,246.138,synthetic-v1
DEMO-009,actuator,12,248.411,synthetic-v1
DEMO-009,actuator,13,251.6,synthetic-v1
DEMO-009,actuator,14,255.007,synthetic-v1
DEMO-009,actuator,15,257.826,synthetic-v1
DEMO-009,actuator,16,259.537,synthetic-v1
DEMO-009,actuator,17,260.154,synthetic-v1
DEMO-009,actuator,18,260.221,synthetic-v1
DEMO-009,actuator,19,260.547,synthetic-v1
DEMO-009,actuator,20,261.816,synthetic-v1
DEMO-009,actuator,21,264.257,synthetic-v1
DEMO-009,actuator,22,267.531,synthetic-v1
DEMO-009,actuator,23,270.898,synthetic-v1
DEMO-009,actuator,24,273.572,synthetic-v1
DEMO-009,actuator,25,275.103,synthetic-v1
DEMO-009,actuator,26,275.592,synthetic-v1
DEMO-009,actuator,27,275.645,synthetic-v1
DEMO-009,actuator,28,276.077,synthetic-v1
DEMO-009,actuator,29,277.522,synthetic-v1
DEMO-009,actuator,30,280.123,synthetic-v1
DEMO-009,actuator,31,283.464,synthetic-v1
DEMO-009,actuator,32,286.772,synthetic-v1
DEMO-009,actuator,33,289.291,synthetic-v1
DEMO-009,actuator,34,290.644,synthetic-v1
DEMO-009,actuator,35,291.02,synthetic-v1
DEMO-009,actuator,36,291.078,synthetic-v1
DEMO-009,actuator,37,291.631,synthetic-v1
DEMO-009,actuator,38,293.255,synthetic-v1
DEMO-009,actuator,39,296.006,synthetic-v1
DEMO-009,actuator,40,299.396,synthetic-v1
DEMO-009,actuator,41,302.628,synthetic-v1
DEMO-009,actuator,42,304.983,synthetic-v1
DEMO-009,actuator,43,306.163,synthetic-v1
DEMO-009,actuator,44,306.44,synthetic-v1
DEMO-009,actuator,45,306.522,synthetic-v1
DEMO-009,actuator,46,307.211,synthetic-v1
DEMO-009,actuator,47,309.015,synthetic-v1
DEMO-009,actuator,48,311.904,synthetic-v1
DEMO-009,actuator,49,315.324,synthetic-v1
DEMO-009,actuator,50,318.463,synthetic-v1
DEMO-009,actuator,51,320.647,synthetic-v1
DEMO-009,actuator,52,321.66,synthetic-v1
DEMO-009,actuator,53,321.856,synthetic-v1
DEMO-009,actuator,54,321.981,synthetic-v1
DEMO-009,actuator,55,322.816,synthetic-v1
DEMO-009,actuator,56,324.8,synthetic-v1
DEMO-009,actuator,57,327.815,synthetic-v1
DEMO-009,actuator,58,331.246,synthetic-v1
DEMO-009,actuator,59,334.276,synthetic-v1
DEMO-009,actuator,60,336.283,synthetic-v1
DEMO-010,apu,1,28.81,synthetic-v1
DEMO-010,apu,2,28.847,synthetic-v1
DEMO-010,apu,3,28.884,synthetic-v1
DEMO-010,apu,4,29.005,synthetic-v1
DEMO-010,apu,5,29.255,synthetic-v1
DEMO-010,apu,6,29.617,synthetic-v1
DEMO-010,apu,7,30.017,synthetic-v1
DEMO-010,apu,8,30.366,synthetic-v1
DEMO-010,apu,9,30.598,synthetic-v1
DEMO-010,apu,10,30.704,synthetic-v1
DEMO-010,apu,11,30.735,synthetic-v1
DEMO-010,apu,12,30.78,synthetic-v1
DEMO-010,apu,13,30.919,synthetic-v1
DEMO-010,apu,14,31.189,synthetic-v1
DEMO-010,apu,15,31.561,synthetic-v1
DEMO-010,apu,16,31.96,synthetic-v1
DEMO-010,apu,17,32.295,synthetic-v1
DEMO-010,apu,18,32.507,synthetic-v1
DEMO-010,apu,19,32.597,synthetic-v1
DEMO-010,apu,20,32.624,synthetic-v1
DEMO-010,apu,21,32.678,synthetic-v1
DEMO-010,apu,22,32.836,synthetic-v1
DEMO-010,apu,23,33.125,synthetic-v1
DEMO-010,apu,24,33.507,synthetic-v1
DEMO-010,apu,25,33.901,synthetic-v1
DEMO-010,apu,26,34.22,synthetic-v1
DEMO-010,apu,27,34.412,synthetic-v1
DEMO-010,apu,28,34.488,synthetic-v1
DEMO-010,apu,29,34.513,synthetic-v1
DEMO-010,apu,30,34.579,synthetic-v1
DEMO-010,apu,31,34.757,synthetic-v1
DEMO-010,apu,32,35.063,synthetic-v1
DEMO-010,apu,33,35.453,synthetic-v1
DEMO-010,apu,34,35.841,synthetic-v1
DEMO-010,apu,35,36.142,synthetic-v1
DEMO-010,apu,36,36.315,synthetic-v1
DEMO-010,apu,37,36.378,synthetic-v1
DEMO-010,apu,38,36.403,synthetic-v1
DEMO-010,apu,39,36.483,synthetic-v1
DEMO-010,apu,40,36.68,synthetic-v1
DEMO-010,apu,41,37.003,synthetic-v1
DEMO-010,apu,42,37.399,synthetic-v1
DEMO-010,apu,43,37.778,synthetic-v1
DEMO-010,apu,44,38.062,synthetic-v1
DEMO-010,apu,45,38.215,synthetic-v1
DEMO-010,apu,46,38.267,synthetic-v1
DEMO-010,apu,47,38.295,synthetic-v1
DEMO-010,apu,48,38.389,synthetic-v1
DEMO-010,apu,49,38.606,synthetic-v1
DEMO-010,apu,50,38.945,synthetic-v1
DEMO-010,apu,51,39.344,synthetic-v1
DEMO-010,apu,52,39.714,synthetic-v1
DEMO-010,apu,53,39.978,synthetic-v1
DEMO-010,apu,54,40.113,synthetic-v1
DEMO-010,apu,55,40.155,synthetic-v1
DEMO-010,apu,56,40.188,synthetic-v1
DEMO-010,apu,57,40.298,synthetic-v1
DEMO-010,apu,58,40.535,synthetic-v1
DEMO-010,apu,59,40.888,synthetic-v1
DEMO-010,apu,60,41.289,synthetic-v1
DEMO-010,brakes,1,1.022,synthetic-v1
DEMO-010,brakes,2,1.087,synthetic-v1
DEMO-010,brakes,3,1.173,synthetic-v1
DEMO-010,brakes,4,1.307,synthetic-v1
DEMO-010,brakes,5,1.492,synthetic-v1
DEMO-010,brakes,6,1.705,synthetic-v1
DEMO-010,brakes,7,1.911,synthetic-v1
DEMO-010,brakes,8,2.078,synthetic-v1
DEMO-010,brakes,9,2.194,synthetic-v1
DEMO-010,brakes,10,2.269,synthetic-v1
DEMO-010,brakes,11,2.335,synthetic-v1
DEMO-010,brakes,12,2.427,synthetic-v1
DEMO-010,brakes,13,2.569,synthetic-v1
DEMO-010,brakes,14,2.76,synthetic-v1
DEMO-010,brakes,15,2.974,synthetic-v1
DEMO-010,brakes,16,3.176,synthetic-v1
DEMO-010,brakes,17,3.336,synthetic-v1
DEMO-010,brakes,18,3.444,synthetic-v1
DEMO-010,brakes,19,3.515,synthetic-v1
DEMO-010,brakes,20,3.583,synthetic-v1
DEMO-010,brakes,21,3.682,synthetic-v1
DEMO-010,brakes,22,3.832,synthetic-v1
DEMO-010,brakes,23,4.028,synthetic-v1
DEMO-010,brakes,24,4.243,synthetic-v1
DEMO-010,brakes,25,4.441,synthetic-v1
DEMO-010,brakes,26,4.593,synthetic-v1
DEMO-010,brakes,27,4.694,synthetic-v1
DEMO-010,brakes,28,4.762,synthetic-v1
DEMO-010,brakes,29,4.833,synthetic-v1
DEMO-010,brakes,30,4.939,synthetic-v1
DEMO-010,brakes,31,5.097,synthetic-v1
DEMO-010,brakes,32,5.298,synthetic-v1
DEMO-010,brakes,33,5.512,synthetic-v1
DEMO-010,brakes,34,5.704,synthetic-v1
DEMO-010,brakes,35,5.848,synthetic-v1
DEMO-010,brakes,36,5.943,synthetic-v1
